state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed
41,NA,NA,Gladstonecity,1,0,0.49,0.01,0.94,0.14,0.04,0.47,0.42,0.27,0.4,0.02,1,0.34,0.59,0.07,0.59,0.46,0.11,0.54,0.35,0.31,0.3,0,0.27,0.3,0.27,0.41,0,0.09,0.13,0.23,0.3,0.18
6,NA,NA,RohnertParkcity,1,0.04,0.47,0.05,0.84,0.29,0.16,0.48,0.62,0.44,0.22,0.06,1,0.4,0.72,0.33,0.44,0.29,0.29,0.38,0.41,0.33,0.32,0.38,0.33,0.28,0.35,0.43,0.03,0.22,0.12,0.19,0.34,0.31
25,17,37875,Maldencity,1,0.07,0.34,0.08,0.84,0.32,0.05,0.28,0.53,0.32,0.49,0.09,1,0.37,0.53,0.19,0.48,0.54,0.31,0.49,0.42,0.37,0.36,0.36,0.18,0.26,0.29,0.45,0.04,0.19,0.24,0.37,0.31,0.49
6,NA,NA,Eurekacity,1,0.03,0.32,0.03,0.82,0.27,0.09,0.38,0.45,0.29,0.48,0,0,0.17,0.32,0.16,0.46,0.56,0.77,0.59,0.22,0.27,0.28,0.17,0.11,0.19,0.17,0.32,0.04,0.49,0.23,0.35,0.28,0.56
19,NA,NA,Amescity,1,0.06,0.63,0.05,0.85,0.42,0.03,1,1,1,0.18,0,0,0.21,0.76,1,0.73,0.19,0.13,0.23,0.33,0.21,0.22,0.16,0.2,0.17,0.08,0.19,0.08,0.64,0.07,0.05,0.89,0.23
9,9,87560,Wolcotttown,1,0.01,0.6,0.03,0.97,0.02,0.02,0.41,0.43,0.3,0.39,0.01,0.63,0.61,0.75,0.22,0.63,0.46,0.17,0.58,0.56,0.44,0.43,0.51,0,0.34,0.35,1,0,0.03,0.21,0.36,0.24,0.35
33,11,45140,Manchestercity,1,0.14,0.34,0.02,0.96,0.07,0.04,0.36,0.56,0.35,0.43,0.16,1,0.33,0.6,0.17,0.51,0.46,0.27,0.4,0.37,0.34,0.33,0.25,0.15,0.29,0.26,0.34,0.08,0.23,0.4,0.43,0.3,0.45
40,NA,NA,Lawtoncity,1,0.11,0.47,0.38,0.56,0.2,0.12,0.48,0.59,0.39,0.27,0.13,1,0.21,0.66,0.35,0.32,0.32,0.32,0.68,0.19,0.19,0.22,0.2,0.11,0.17,0.24,0.31,0.11,0.42,0.19,0.31,0.29,0.61
34,3,76490,Wallingtonborough,1,0,0.27,0.05,0.9,0.16,0.08,0.25,0.45,0.26,0.59,0.02,1,0.34,0.54,0.29,0.49,0.54,0.21,0.58,0.38,0.39,0.37,0.59,0.42,0.42,0.42,0.54,0,0.12,0.51,0.53,0.24,0.52
12,NA,NA,Hollywoodcity,1,0.18,0.26,0.17,0.82,0.08,0.22,0.25,0.33,0.2,0.76,0.19,1,0.26,0.31,0.13,0.49,0.74,0.24,0.42,0.3,0.38,0.4,0.19,0.26,0.31,0.28,0.36,0.12,0.28,0.29,0.47,0.24,0.37
48,NA,NA,Amarillocity,1,0.24,0.4,0.12,0.74,0.11,0.27,0.41,0.47,0.29,0.38,0.25,1,0.22,0.56,0.47,0.38,0.42,0.26,0.34,0.24,0.26,0.29,0.17,0.16,0.2,0.18,0.23,0.24,0.44,0.29,0.41,0.27,0.42
46,135,73060,Yanktoncity,1,0,0.39,0.02,0.96,0.01,0.01,0.4,0.45,0.3,0.52,0,0,0.16,0.51,1,0.51,0.59,0.21,0.31,0.22,0.2,0.19,0.11,0.08,0.08,0.16,0.25,0.01,0.31,0.46,0.35,0.32,0.07
22,NA,NA,Bogalusacity,1,0.01,0.36,0.68,0.46,0.01,0.01,0.44,0.4,0.25,0.65,0,0,0.04,0.11,0.32,0.18,0.77,0.87,0.57,0.07,0.1,0.15,0.13,0.09,0.89,0.08,0.3,0.05,0.99,0.61,0.68,0.14,1
6,NA,NA,SanLuisObispocity,1,0.05,0.35,0.04,0.83,0.31,0.17,0.82,1,1,0.37,0.07,1,0.24,0.6,0.49,0.62,0.38,0.22,0.45,0.38,0.33,0.34,0.22,0.22,0.27,0.23,0.31,0.1,0.73,0.13,0.17,0.56,0.34
42,29,83080,WestGoshentownship,1,0.01,0.51,0.09,0.9,0.11,0.03,0.34,0.42,0.27,0.35,0.03,1,0.65,0.8,0.09,0.69,0.32,0.13,0.34,0.64,0.53,0.52,0.42,0.5,0.37,0.29,0.52,0,0.04,0.13,0.16,0.63,0.07
48,NA,NA,ElCampocity,1,0,0.49,0.23,0.61,0.02,0.59,0.45,0.44,0.26,0.48,0,0,0.16,0.47,1,0.35,0.59,0.34,0.26,0.18,0.21,0.24,0.13,0,0.11,0.28,0.29,0.02,0.58,0.78,0.72,0.18,0.53
4,NA,NA,Tucsoncity,1,0.64,0.35,0.08,0.62,0.13,0.54,0.5,0.6,0.46,0.4,0.64,1,0.17,0.51,0.2,0.4,0.45,0.31,0.49,0.2,0.21,0.24,0.24,0.12,0.18,0.2,0.26,0.72,0.53,0.32,0.36,0.32,0.53
12,NA,NA,BoyntonBeachcity,1,0.06,0.24,0.39,0.66,0.04,0.12,0.2,0.29,0.16,1,0.07,1,0.28,0.16,0.15,0.59,0.88,0.19,0.73,0.3,0.4,0.46,0.2,0.22,0.36,0.35,0.36,0.04,0.24,0.33,0.46,0.25,0.31
42,133,83432,WestManchestertownship,1,0.01,0.34,0.02,0.97,0.05,0.01,0.3,0.35,0.23,0.59,0.02,0.83,0.34,0.49,0.06,0.7,0.58,0.11,0.68,0.36,0.34,0.33,0.28,0,0.16,0.08,0.26,0,0.09,0.36,0.42,0.22,0.15
25,5,20100,Eastontown,1,0.02,0.66,0.03,0.96,0.06,0.01,0.62,0.57,0.49,0.23,0.02,0.74,0.64,0.75,0.41,0.58,0.33,0.18,0.36,0.63,0.48,0.46,0.42,0.54,0.37,0.55,0.52,0.01,0.09,0.09,0.14,0.52,0.26
6,NA,NA,SantaClaracity,1,0.13,0.39,0.05,0.6,1,0.28,0.36,0.61,0.39,0.31,0.15,1,0.54,0.72,0.21,0.58,0.3,0.27,0.38,0.52,0.5,0.54,0.42,0.28,0.35,0.43,0.49,0.05,0.15,0.22,0.27,0.49,0.24
6,NA,NA,Marysvillecity,1,0,0.4,0.1,0.7,0.41,0.2,0.39,0.49,0.31,0.44,0.02,1,0.16,0.37,0.64,0.32,0.54,0.9,0.61,0.19,0.23,0.25,0.2,0.11,0.17,0.21,0.3,0.02,0.43,0.31,0.41,0.17,0.8
34,21,80240,WestWindsortownship,1,0.01,0.61,0.05,0.73,0.91,0.05,0.41,0.39,0.22,0.15,0,0,1,0.87,0.6,0.83,0.15,0.1,0.19,1,0.88,0.92,0.37,0.09,0.51,0.62,0.67,0,0.07,0.07,0.07,1,0.12
6,NA,NA,Inglewoodcity,1,0.16,0.64,1,0,0.15,0.72,0.48,0.62,0.4,0.18,0.17,1,0.3,0.69,0.2,0.16,0.24,0.55,0.27,0.27,0.23,0.26,0.38,0.36,0.33,0.19,0.23,0.16,0.43,0.59,0.6,0.23,0.68
42,45,47616,Marpletownship,1,0.02,0.53,0.02,0.94,0.21,0.01,0.28,0.33,0.22,0.64,0.04,1,0.6,0.58,0.37,0.79,0.66,0.11,0.74,0.61,0.52,0.5,0.47,0,0.46,0.16,0.44,0.01,0.09,0.19,0.22,0.48,0.09
12,NA,NA,OrmondBeachcity,1,0.03,0.28,0.07,0.93,0.06,0.03,0.26,0.26,0.17,0.86,0.05,1,0.35,0.24,0.16,0.65,0.79,0.2,0.88,0.35,0.47,0.46,0.23,0.4,0.53,0.28,0.7,0.02,0.17,0.16,0.26,0.42,0.22
6,NA,NA,SantaMonicacity,1,0.12,0.07,0.09,0.74,0.39,0.26,0.13,0.34,0.15,0.51,0.14,1,0.4,0.49,0.2,0.56,0.37,0.22,0.26,0.55,0.83,0.88,0.36,0.24,0.6,0.36,0.47,0.07,0.24,0.19,0.19,0.71,0.27
12,NA,NA,Davietown,1,0.06,0.43,0.08,0.9,0.11,0.18,0.35,0.48,0.27,0.28,0.07,1,0.42,0.77,0.13,0.43,0.31,0.13,0.26,0.41,0.4,0.4,0.18,0.35,0.28,0.32,0.48,0.03,0.19,0.15,0.32,0.32,0.26
34,39,66060,ScotchPlainstownship,1,0.02,0.51,0.22,0.76,0.28,0.05,0.3,0.39,0.23,0.45,0.03,1,0.77,0.72,0.59,0.8,0.44,0.09,0.48,0.75,0.76,0.78,0.49,0.7,0.5,0.43,0.63,0,0.02,0.15,0.19,0.68,0.19
39,61,21504,Delhitownship,1,0.03,0.68,0.01,0.98,0.06,0.01,0.49,0.46,0.32,0.35,0.05,1,0.5,0.64,0.18,0.76,0.45,0.1,0.54,0.46,0.33,0.32,0.19,0.12,0.18,0.02,0.32,0.01,0.08,0.19,0.29,0.33,0.13
45,NA,NA,Mauldincity,1,0,0.45,0.28,0.76,0.06,0.02,0.43,0.48,0.28,0.2,0.02,1,0.49,0.81,0.12,0.46,0.28,0.11,0.3,0.47,0.38,0.39,0.33,0.09,0.34,0,0.37,0,0.08,0.13,0.18,0.45,0.11
33,5,39300,Keenecity,1,0.02,0.45,0.01,0.99,0.03,0.01,0.68,0.64,0.61,0.45,0,0,0.32,0.58,0.31,0.61,0.51,0.21,0.49,0.36,0.31,0.3,0.04,0.09,0.29,0.28,0.33,0.01,0.2,0.21,0.27,0.46,0.4
39,95,58730,Oregoncity,1,0.01,0.45,0.02,0.96,0.03,0.06,0.44,0.45,0.31,0.48,0.03,1,0.38,0.48,0.31,0.49,0.51,0.3,0.7,0.38,0.32,0.3,0.26,0.34,0.82,0.41,0.39,0.01,0.19,0.28,0.41,0.16,0.41
42,43,45056,LowerPaxtontownship,1,0.05,0.33,0.11,0.89,0.08,0.02,0.29,0.43,0.25,0.41,0.06,0.96,0.43,0.72,0.11,0.66,0.36,0.09,0.6,0.43,0.46,0.45,0.39,0.6,0.43,0.31,0.38,0.01,0.06,0.1,0.2,0.43,0.06
6,NA,NA,LomaLindacity,1,0.01,0.56,0.12,0.45,1,0.25,0.31,0.58,0.35,0.4,0.03,1,0.36,0.63,0.47,0.44,0.36,0.57,0.42,0.35,0.35,0.37,0.39,0.18,0.34,0.31,0.32,0.02,0.3,0.26,0.27,0.69,0.26
6,NA,NA,Watsonvillecity,1,0.03,0.78,0.01,0.31,0.34,1,0.46,0.57,0.36,0.39,0.05,1,0.27,0.53,0.34,0.36,0.54,0.59,0.5,0.25,0.18,0.26,0.22,0.16,0.31,0.19,0.23,0.04,0.4,1,0.83,0.15,0.75
39,157,22456,Dovercity,1,0,0.39,0.03,0.98,0.02,0,0.3,0.32,0.18,0.62,0,0,0.27,0.43,0.11,0.52,0.56,0.29,0.61,0.28,0.26,0.24,0.34,0.15,0.93,0,1,0.01,0.19,0.29,0.37,0.21,0.42
28,NA,NA,Natchezcity,1,0.02,0.38,0.98,0.22,0.01,0.01,0.44,0.4,0.27,0.58,0,0,0.09,0.24,0.35,0.31,0.65,0.78,0.49,0.12,0.18,0.32,0.15,0.08,0.37,NA,0.63,0.05,0.85,0.54,0.54,0.29,0.86
25,15,4825,Belchertowntown,1,0,0.5,0.01,0.98,0.06,0.01,0.32,0.38,0.22,0.32,0,0,0.45,0.72,0.64,0.59,0.33,0.25,0.5,0.44,0.35,0.34,0.62,0.24,0.16,0,0.46,0.01,0.24,0.29,0.33,0.46,0.19
16,NA,NA,Caldwellcity,1,0.01,0.49,0.01,0.78,0.07,0.38,0.5,0.52,0.37,0.46,0,0,0.15,0.46,0.54,0.38,0.55,0.35,0.38,0.17,0.15,0.15,0.44,0.28,0.2,0.2,0.21,0.03,0.42,0.52,0.58,0.19,0.4
6,NA,NA,LaMiradacity,1,0.05,0.71,0.03,0.72,0.51,0.48,0.51,0.52,0.39,0.37,0.06,1,0.59,0.68,0.19,0.53,0.47,0.24,0.64,0.54,0.39,0.39,0.3,0.27,0.34,0.41,0.48,0.01,0.09,0.18,0.31,0.27,0.25
34,31,13690,Cliftoncity,1,0.1,0.34,0.03,0.89,0.21,0.12,0.26,0.37,0.23,0.71,0.11,1,0.47,0.49,0.21,0.64,0.7,0.14,0.64,0.5,0.47,0.47,0.35,0.14,0.41,0.39,0.46,0.03,0.11,0.42,0.47,0.32,0.26
34,3,51660,NewMilfordborough,1,0.01,0.41,0.03,0.86,0.43,0.09,0.26,0.38,0.23,0.58,0.03,1,0.54,0.64,0.18,0.73,0.58,0.09,0.5,0.58,0.5,0.49,0.48,0,0.36,0.45,0.53,0,0.04,0.24,0.31,0.41,0.34
25,13,79740,Wilbrahamtown,1,0,0.53,0.02,0.96,0.08,0.01,0.38,0.31,0.22,0.51,0.01,0.5,0.64,0.67,0.28,0.71,0.49,0.16,0.64,0.62,0.57,0.55,0.59,0.58,0.4,0,0.4,0,0.08,0.1,0.19,0.56,0.21
6,NA,NA,Campbellcity,1,0.04,0.29,0.04,0.75,0.58,0.2,0.23,0.54,0.28,0.28,0.06,1,0.51,0.7,0.15,0.53,0.27,0.28,0.29,0.54,0.54,0.55,0.47,0.29,0.37,0.41,0.5,0.02,0.14,0.11,0.17,0.5,0.16
47,NA,NA,UnionCitycity,1,0,0.33,0.41,0.67,0.01,0.01,0.47,0.47,0.33,0.56,0,0,0.15,0.38,0.66,0.3,0.65,0.46,0.38,0.2,0.23,0.27,0.14,0,0.07,0.88,0.38,0.02,0.45,0.51,0.61,0.17,0.49
6,NA,NA,Orindacity,1,0.01,0.43,0.02,0.88,0.42,0.04,0.26,0.17,0.11,0.55,0.03,1,1,0.51,0.44,0.95,0.48,0.1,0.58,1,1,1,0.94,0.55,0.55,0.71,1,0,0.05,0.01,0.02,1,0.13
6,NA,NA,Folsomcity,1,0.03,0.83,0.19,0.76,0.21,0.2,0.24,0.49,0.22,0.26,0.05,1,0.58,0.61,0.34,0.6,0.34,0.3,0.58,0.58,0.43,0.47,0.12,0.19,0.38,0.34,0.32,0.01,0.12,0.15,0.26,0.38,0.22
33,15,66660,Salemtown,1,0.03,0.52,0.02,0.96,0.11,0.02,0.38,0.46,0.28,0.31,0.03,0.81,0.54,0.75,0.24,0.53,0.36,0.17,0.36,0.55,0.44,0.42,0.52,0.13,0.61,0.24,0.38,0.01,0.09,0.19,0.29,0.32,0.39
5,NA,NA,WestMemphiscity,1,0.03,0.55,0.82,0.34,0.03,0.01,0.51,0.53,0.34,0.33,0.04,1,0.17,0.54,0.44,0.2,0.44,0.67,0.22,0.2,0.16,0.28,0.13,0.09,0.35,0.34,0.35,0.06,0.61,0.55,0.66,0.16,0.55
34,37,75740,Vernontownship,1,0.02,0.7,0.01,0.99,0.03,0.04,0.42,0.43,0.21,0.15,0,0,0.65,0.83,0.23,0.57,0.23,0.09,0.33,0.57,0.42,0.4,0.63,0,0.79,0.95,0.62,0,0.06,0.11,0.15,0.36,0.28
6,NA,NA,Cloviscity,1,0.06,0.49,0.03,0.75,0.34,0.3,0.45,0.55,0.33,0.23,0.08,1,0.33,0.68,0.38,0.34,0.28,0.53,0.3,0.34,0.27,0.28,0.25,0.15,0.22,0.29,0.32,0.05,0.26,0.23,0.3,0.31,0.35
25,17,37000,Lowellcity,1,0.15,0.51,0.05,0.71,0.68,0.19,0.47,0.63,0.45,0.37,0.16,1,0.29,0.49,0.14,0.35,0.46,0.72,0.41,0.31,0.26,0.29,0.25,0.17,0.15,0.16,0.22,0.16,0.47,0.57,0.6,0.24,0.73
22,NA,NA,BatonRougecity,1,0.34,0.43,0.86,0.3,0.1,0.03,0.6,0.64,0.54,0.36,0.35,1,0.17,0.5,0.22,0.36,0.39,0.47,0.45,0.22,0.25,0.41,0.16,0.31,0.21,0.27,0.45,0.5,0.7,0.3,0.39,0.45,0.62
42,107,62432,Pottsvillecity,1,0.01,0.34,0.03,0.97,0.03,0.01,0.35,0.41,0.27,0.67,0,0,0.16,0.27,0.11,0.39,0.77,0.45,0.51,0.2,0.22,0.2,0.14,0.1,0.95,0.08,0.51,0.02,0.4,0.39,0.53,0.18,0.46
12,NA,NA,Bartowcity,1,0.01,0.48,0.57,0.51,0.04,0.06,0.46,0.46,0.33,0.57,0,0,0.23,0.43,0.61,0.33,0.64,0.43,0.63,0.24,0.21,0.27,0.18,0.12,0.15,0.15,0.27,0.02,0.43,0.46,0.58,0.18,0.38
12,NA,NA,PlantCitycity,1,0.02,0.47,0.41,0.63,0.03,0.15,0.41,0.45,0.28,0.45,0,0,0.23,0.54,0.55,0.28,0.51,0.41,0.38,0.25,0.24,0.28,0.18,0.22,1,0.11,0.24,0.04,0.47,0.49,0.56,0.2,0.31
48,NA,NA,SanAngelocity,1,0.12,0.49,0.09,0.68,0.07,0.52,0.52,0.56,0.43,0.41,0.13,1,0.2,0.53,0.75,0.41,0.48,0.29,0.41,0.21,0.21,0.24,0.18,0.2,0.17,0.2,0.24,0.13,0.49,0.51,0.5,0.27,0.5
37,NA,NA,Fayettevillecity,1,0.11,0.39,0.75,0.35,0.09,0.06,0.49,0.6,0.44,0.34,0.12,1,0.21,0.59,0.21,0.3,0.38,0.5,0.57,0.23,0.26,0.37,0.21,0.13,0.29,0.33,0.37,0.12,0.49,0.29,0.35,0.38,0.47
39,NA,NA,Wadsworthcity,1,0.01,0.41,0.01,0.99,0.03,0,0.36,0.39,0.22,0.48,0.02,1,0.34,0.54,0.16,0.58,0.55,0.25,0.61,0.36,0.33,0.31,0.36,0.59,0.39,0,0.25,0.01,0.19,0.22,0.34,0.36,0.34
44,7,20080,Cumberlandtown,1,0.03,0.46,0,0.99,0.02,0.03,0.33,0.4,0.25,0.48,0.04,0.85,0.48,0.59,0.24,0.61,0.53,0.22,0.48,0.47,0.41,0.4,0.33,0.06,0.73,0.08,0.46,0.01,0.08,0.37,0.43,0.35,0.32
12,NA,NA,LakeCitycity,1,0,0.39,0.75,0.39,0.05,0.02,0.38,0.41,0.26,0.69,0,0,0.12,0.34,0.05,0.29,0.68,0.69,0.64,0.15,0.17,0.26,0.14,0.46,0,0.08,0.39,0.02,0.66,0.46,0.58,0.22,0.53
34,31,56550,Passaiccity,1,0.08,0.67,0.4,0.16,0.43,0.93,0.47,0.58,0.4,0.32,0.09,1,0.25,0.52,0.12,0.26,0.44,0.53,0.29,0.25,0.2,0.28,0.24,0.13,0.29,0.23,0.28,0.09,0.45,0.81,0.79,0.21,0.75
6,NA,NA,Lafayettecity,1,0.02,0.42,0.01,0.89,0.36,0.06,0.33,0.3,0.18,0.45,0.04,1,0.88,0.58,0.2,0.83,0.38,0.1,0.52,0.95,1,1,0.43,0.6,0.57,0.44,0.65,0.01,0.1,0.04,0.04,0.97,0.07
37,NA,NA,Hendersoncity,1,0.01,0.41,1,0.18,0.01,0.01,0.43,0.46,0.31,0.55,0,0,0.11,0.48,0.23,0.23,0.65,0.64,0.42,0.12,0.2,0.35,0.17,0.04,0.78,0.16,0.24,0.03,0.64,0.75,0.78,0.17,0.51
12,NA,NA,Clearwatercity,1,0.14,0.22,0.17,0.84,0.06,0.05,0.26,0.33,0.21,0.84,0.16,1,0.25,0.26,0.17,0.57,0.75,0.2,0.72,0.29,0.4,0.42,0.18,0.12,0.23,0.28,0.42,0.09,0.27,0.21,0.33,0.32,0.27
40,NA,NA,Owassocity,1,0,0.55,0.03,0.88,0.03,0.02,0.4,0.47,0.24,0.22,0,0,0.35,0.64,0.56,0.44,0.3,0.21,0.35,0.33,0.25,0.25,0.29,0.17,0.08,0.29,0.44,0.01,0.22,0.19,0.26,0.22,0.2
29,NA,NA,Rollacity,1,0.01,0.44,0.04,0.88,0.3,0.02,0.84,0.87,0.91,0.42,0,0,0.12,0.48,0.27,0.51,0.45,0.33,0.5,0.19,0.17,0.16,0.18,0.09,0.27,0.45,0.36,0.02,0.59,0.41,0.39,0.45,0.42
9,9,7310,Branfordtown,1,0.03,0.29,0.02,0.96,0.08,0.03,0.23,0.39,0.21,0.5,0.04,0.97,0.53,0.67,0.12,0.69,0.47,0.1,0.47,0.56,0.6,0.58,0.39,0.29,0.57,0.47,0.63,0.01,0.08,0.16,0.22,0.53,0.22
25,21,7665,Braintreetown,1,0.04,0.54,0.01,0.97,0.09,0.01,0.32,0.45,0.3,0.53,0.05,1,0.55,0.56,0.05,0.58,0.59,0.23,0.76,0.56,0.46,0.45,0.38,0.12,0.38,0.37,0.48,0.01,0.09,0.12,0.19,0.37,0.42
25,21,16495,Dedhamtown,1,0.02,0.52,0.02,0.97,0.07,0.02,0.33,0.45,0.3,0.52,0.04,1,0.56,0.58,0.17,0.63,0.59,0.24,0.58,0.57,0.48,0.46,0.23,0.74,0.36,0.16,0.32,0.01,0.11,0.18,0.26,0.43,0.32
34,39,70020,Springfieldtownship,1,0.01,0.27,0.07,0.91,0.13,0.04,0.17,0.26,0.14,0.81,0.02,1,0.61,0.48,0.22,0.78,0.72,0.13,0.52,0.65,0.75,0.74,0.44,0.29,0.66,0.34,0.48,0,0.05,0.21,0.25,0.57,0.17
6,NA,NA,SanDimascity,1,0.04,0.6,0.07,0.72,0.53,0.32,0.45,0.46,0.31,0.28,0.05,1,0.64,0.69,0.05,0.53,0.26,0.27,0.33,0.62,0.52,0.52,0.38,0.32,0.43,0.48,0.56,0.01,0.13,0.14,0.24,0.43,0.16
51,NA,NA,Blacksburgtown,1,0.04,0.67,0.08,0.81,0.47,0.03,1,1,1,0.09,0,0,0.12,0.85,0.49,0.64,0.12,0.16,0.18,0.32,0.16,0.16,0.2,0.06,0.15,0.2,0.26,0.09,1,0.11,0.11,1,0.43
48,NA,NA,Weatherfordcity,1,0.01,0.41,0.05,0.89,0.04,0.12,0.43,0.43,0.3,0.56,0,0,0.22,0.4,0.49,0.43,0.61,0.38,0.46,0.27,0.23,0.23,0.22,0.06,0.08,0.19,0.26,0.02,0.4,0.39,0.51,0.24,0.3
37,NA,NA,Salisburycity,1,0.02,0.37,0.69,0.45,0.04,0.01,0.45,0.45,0.38,0.68,0,0,0.21,0.39,0.13,0.4,0.67,0.44,0.58,0.24,0.27,0.36,0.19,0.17,0.21,0.21,0.16,0.03,0.41,0.4,0.53,0.32,0.23
39,89,54040,Newarkcity,1,0.06,0.35,0.06,0.94,0.02,0.01,0.37,0.45,0.28,0.47,0.07,1,0.19,0.43,0.23,0.41,0.55,0.46,0.64,0.22,0.22,0.21,0.24,0.07,0.72,0.24,0.33,0.06,0.41,0.3,0.47,0.16,0.52
54,NA,NA,Huntingtoncity,1,0.07,0.28,0.13,0.89,0.03,0.01,0.55,0.52,0.48,0.66,0.09,1,0.11,0.21,0.1,0.37,0.75,0.46,0.71,0.18,0.23,0.23,0.18,0.12,0.55,0.17,0.29,0.11,0.61,0.41,0.48,0.33,0.73
42,89,74880,Stroudtownship,1,0,0.44,0.03,0.96,0.06,0.03,0.36,0.34,0.22,0.48,0,0,0.46,0.57,0.12,0.57,0.51,0.11,0.51,0.46,0.4,0.39,0.3,0.74,0.23,0.38,0.55,0,0.09,0.23,0.31,0.35,0.27
18,NA,NA,Wabashcity,1,0,0.4,0.01,0.97,0.02,0.02,0.38,0.45,0.3,0.51,0,0,0.22,0.57,0.28,0.43,0.57,0.29,0.55,0.24,0.21,0.2,0.01,0.11,0.07,0.15,0.31,0.01,0.3,0.37,0.56,0.14,0.42
48,NA,NA,Edinburgcity,1,0.03,0.9,0.01,0.61,0.03,1,0.68,0.68,0.51,0.27,0.05,1,0.12,0.57,0.44,0.19,0.43,0.93,0.15,0.1,0.08,0.09,0.14,1,0.3,0.16,0.21,0.09,0.9,1,0.78,0.3,0.88
25,9,37490,Lynncity,1,0.11,0.4,0.16,0.74,0.23,0.17,0.35,0.47,0.3,0.49,0.13,1,0.28,0.38,0.09,0.36,0.54,0.65,0.54,0.32,0.27,0.29,0.24,0.14,0.14,0.16,0.23,0.12,0.42,0.34,0.46,0.22,0.62
34,23,82000,Woodbridgetownship,1,0.13,0.51,0.13,0.8,0.34,0.1,0.27,0.45,0.25,0.44,0.15,1,0.56,0.68,0.19,0.61,0.49,0.15,0.59,0.54,0.45,0.45,0.36,0.29,0.38,0.37,0.58,0.02,0.07,0.31,0.38,0.31,0.27
42,41,32296,Hampdentownship,1,0.02,0.47,0.01,0.95,0.16,0.01,0.41,0.39,0.25,0.32,0.03,0.91,0.54,0.73,0.23,0.73,0.34,0.06,0.59,0.54,0.52,0.51,0.23,0.06,0.47,0.29,0.42,0,0.04,0.1,0.14,0.51,0.06
34,17,36000,JerseyCitycity,1,0.35,0.5,0.58,0.21,0.7,0.45,0.41,0.57,0.36,0.35,0.36,1,0.29,0.51,0.13,0.32,0.4,0.59,0.33,0.28,0.27,0.36,0.26,0.26,0.29,0.26,0.32,0.39,0.5,0.48,0.6,0.34,0.74
53,NA,NA,PortAngelescity,1,0.01,0.31,0.01,0.93,0.09,0.03,0.36,0.36,0.22,0.6,0,0,0.22,0.29,0.04,0.54,0.65,0.4,0.69,0.25,0.27,0.24,0.16,0.48,0.17,0.23,0.26,0.02,0.36,0.2,0.34,0.22,0.48
40,NA,NA,TheVillagecity,1,0,0.24,0.19,0.78,0.07,0.04,0.18,0.41,0.18,0.56,0.02,1,0.27,0.54,0.37,0.55,0.53,0.11,0.53,0.28,0.31,0.32,0.21,0.22,0.2,0.34,0.43,0.01,0.17,0.08,0.18,0.49,0.18
39,43,70380,Sanduskycity,1,0.03,0.34,0.37,0.69,0.01,0.04,0.39,0.46,0.29,0.48,0,0,0.18,0.44,0.14,0.37,0.59,0.4,0.58,0.22,0.22,0.24,0.2,0.11,0.21,0.22,0.24,0.04,0.4,0.3,0.5,0.13,0.58
35,NA,NA,SilverCitytown,1,0,0.49,0.02,0.9,0.03,0.99,0.58,0.52,0.39,0.47,0,0,0.13,0.33,0.23,0.27,0.56,0.6,0.67,0.14,0.13,0.13,0.14,0.06,0.09,0.11,0.24,0.02,0.64,0.47,0.47,0.31,0.77
48,NA,NA,Taylorcity,1,0,0.5,0.33,0.52,0.02,0.53,0.45,0.45,0.29,0.53,0,0,0.16,0.41,0.95,0.37,0.66,0.46,0.35,0.22,0.17,0.22,0.15,0,0.92,0.2,0.23,0.02,0.58,0.87,0.71,0.17,0.48
34,39,5320,BerkeleyHeightstownship,1,0,0.67,0.03,0.88,0.4,0.03,0.35,0.33,0.23,0.4,0.02,1,1,0.82,0.52,0.87,0.41,0.03,0.57,0.97,0.85,0.84,0.35,0.1,0.62,0.16,0.81,0,0.04,0.2,0.15,0.79,0.11
9,3,44700,Manchestertown,1,0.07,0.35,0.08,0.91,0.1,0.04,0.3,0.46,0.28,0.51,0.08,0.96,0.47,0.62,0.15,0.62,0.51,0.19,0.63,0.47,0.46,0.46,0.33,0.19,0.34,0.36,0.49,0.02,0.09,0.2,0.27,0.4,0.19
37,NA,NA,Greensborocity,1,0.28,0.33,0.66,0.45,0.09,0.02,0.51,0.6,0.48,0.37,0.29,1,0.29,0.66,0.19,0.43,0.4,0.23,0.37,0.34,0.36,0.46,0.24,0.21,0.26,0.32,0.46,0.18,0.3,0.26,0.35,0.48,0.25
12,NA,NA,CoralSpringscity,1,0.11,0.59,0.07,0.9,0.13,0.13,0.53,0.49,0.31,0.2,0.13,1,0.52,0.78,0.11,0.55,0.26,0.08,0.21,0.53,0.45,0.45,0.31,0.46,0.38,0.33,0.47,0.04,0.12,0.11,0.16,0.51,0.2
